_id,Establishment ID,Inspection ID,Establishment Name,Establishment Type,Establishment Address,Establishment Status,Min. Inspections Per Year,Infraction Details,Inspection Date,Severity,Action,Outcome,Amount Fined,Latitude,Longitude,unique_id,area,score
15811,10329376,105179675.0,COLE STREET EARLY LEARNING & CHILD CARE CENTRE,Child Care - Catered,10 COLE ST,Pass,2,,2023-05-25,,,,,43.66032,-79.36603,12be415e1e02518bfbfa1b428fea3157,other,0.5
15814,10736636,105017492.0,COLLECTIVE ARTS TORONTO,Restaurant,777 DUNDAS ST W,Pass,2,,2022-08-05,,,,,43.65189,-79.40738,527bf80a886d3ab54f7da5d1418c1f76,other,0.5
15828,9065174,105162369.0,COLLEGE FALAFEL,Restaurant,450 OSSINGTON AVE,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2023-04-27,M - Minor,Notice to Comply,,,43.65464,-79.42293,8c1a9308112d11b5c2fc47ae4fff6147,littleitaly,0.236
15830,10769986,105085835.0,COLLEGE FRANCAIS (SNP),Student Nutrition Site,"100 CARLTON ST, Bldg-1",Pass,2,,2022-12-08,,,,,43.6625,-79.37791,59a434cf97b952bca595ebe2cb0035e0,other,0.5
15833,10632629,105163462.0,COLLEGE FRUIT MARKET,Food Store (Convenience/Variety),682 COLLEGE ST,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2023-04-28,M - Minor,Notice to Comply,,,43.65535,-79.41736,6843cc7734931484ecda373c389df541,littleitaly,0.26
15838,10656176,105081907.0,COLLEGE MONTROSE - CHILDREN'S PLACE,Community Kitchen (Meal Program),180 SHAW ST,Pass,2,,2022-12-05,,,,,43.64691,-79.41759,568b25c0444547560a3cf1e706f3783d,trinitybellwoods,0.5
15841,10527036,105058791.0,COLLEGE STREET CAFE,Food Take Out,250 COLLEGE ST,Pass,3,Fail to protect against entry of pests - Sec. 13(1),2022-10-20,M - Minor,Notice to Comply,,,43.65851,-79.39896,b1e3fa957c2e6ebe0f2c70e0c78fd8a4,kensington,0.433
15853,9016901,105153259.0,COLLEGE STREET UNITED CHURCH,Church Banquet Facility,454 COLLEGE ST,Pass,2,Fail to protect against entry of pests - Sec. 13(1),2023-04-13,M - Minor,Notice to Comply,,,43.65642,-79.40796,244833a353a85aaaa24be1eb2c42d3c4,kensington,0.419
15855,10398699,105078070.0,COLLEGE VARIETY PLUS,Food Store (Convenience/Variety),830 COLLEGE ST,Pass,1,,2022-11-23,,,,,43.65443,-79.4225,8193da5880f4c5decda5e76e4f13ef6a,littleitaly,0.5
15856,9017937,105154016.0,COLLISION,Cocktail Bar / Beverage Room,573 COLLEGE ST,Pass,1,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,2023-04-14,S - Significant,Corrected During Inspection,,,43.6554,-79.41297,467ff5f0f07dc473a8b81f82c6353f32,littleitaly,0.572
15867,10769545,105162437.0,COLOMBIAN STREET FOOD,Food Take Out,1565 DUPONT ST,Pass,2,,2023-04-27,,,,,43.66518,-79.4531,7a6c8f9965eaddb03378b2713f910100,other,0.5
15871,10683703,105024989.0,COLOSSAL ONION - CNE 2019,Mobile Food Preparation Premises,"100 PRINCES BLVD, Unit-CNE 2024",Pass,2,Fail to process food in manner safe to eat - Sec. 26(2),2022-08-19,C - Crucial,Notice to Comply,,,43.63501,-79.41119,ef06a7a805e3b4e90fb0fcc2a38694ea,other,0.472
15880,10410985,105027646.0,THE COLOSSAL ONION - FB 808 - CNE 2024,Food Take Out,2 STRACHAN AVE,Pass,2,,2022-08-23,,,,,43.6372,-79.41004,aa1cdb1794a8e02fe63622634af6156d,other,0.5
15882,10567027,105107205.0,COLUMBUS BAKERS,Bakery,"2111 JANE ST, Unit-9",Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2023-01-23,M - Minor,Notice to Comply,,,43.71898,-79.5078,20a7291007747cff71722e522d6c40b1,other,0.203
15888,10636501,105072842.0,COLUMBUS BAKERY,Bakery,2931 DUFFERIN ST,Pass,3,Operate food premise - equipment not constructed to permit maintenance in sanitary condition - Sec. 9,2022-12-07,M - Minor,Notice to Comply,,,43.70919,-79.45335,5a30306ca1ac824ffa078eac74fb97d7,other,0.741
15935,10796190,105267341.0,COLUMBUS CAFE & CO,Restaurant,283 ADELAIDE ST W,Pass,2,,2023-10-17,,,,,43.64774,-79.38994,47510e4690186e89313ccedb1b537e58,downtown,0.5
15943,10801539,105305155.0,COLUMBUS EARLY LEARNING CENTRES - REGINA MUNDI,Child Care - Catered,60 PLAYFAIR AVE,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),2024-01-08,S - Significant,Corrected During Inspection,,,43.71009,-79.45837,ff67b2279080317036e1994156f52978,other,0.267
15944,10805464,105336071.0,COLUMBUS EARLY LEARNING CENTRES - ST.CHARLES,Child Care - Catered,50 CLAVER AVE,Pass,2,,2024-03-01,,,,,43.71329,-79.45135,47cc55768c415174e67e7ff67a17193a,other,0.5
15945,10240382,105153714.0,COM TAM PHO VIETNAMESE CUISINE,Restaurant,1018 GERRARD ST E,Pass,3,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,2023-04-24,S - Significant,Corrected During Inspection,,,43.66895,-79.33783,08c911495352ae1f693c6a012ce9b53a,other,0.547
15950,10391114,105118357.0,COMADOR POPULAR EUCUATORIANO,Food Court Vendor,"9 MILVAN DR, Unit-3-4",Pass,2,Food premise not maintained with floors in good repair in food-handling room - Sec. 7(1)(g)  ,2023-02-10,M - Minor,Notice to Comply,,,43.75125,-79.55202,e61d4b528d8affb96608a61a45e9c108,other,0.654
15955,10646205,105180234.0,COMAL Y CANELA,Restaurant,"1692 JANE ST, Unit-B",Pass,2,,2023-05-26,,,,,43.70326,-79.50423,5d1f848e2f75088d96f1097a02756787,other,0.5
15958,10812022,105381806.0,COME AND SEE RESTAURANT,Restaurant,"1291 WILSON AVE, Unit-A",Pass,3,Fail to sanitize multi-service articles after use - Sec. 21(1),2024-05-16,S - Significant,Notice to Comply,,,43.72376,-79.49387,154c68ee37b35f3536592367b1f86587,other,0.25
15962,10656996,105095130.0,COME SEE ME,Restaurant,656 COLLEGE ST,Pass,3,,2023-01-04,,,,,43.65506,-79.41637,f3d259381b33030efcdf0a28eb674b5e,littleitaly,0.5
15967,10745402,105021512.0,COMEBUY,Food Take Out,"4750 YONGE ST, Unit-127-129",Pass,2,,2022-08-11,,,,,43.76048,-79.41103,5f442df24e10d67100686822b2734b88,other,0.5
15971,10323607,105071865.0,COMEDY BAR,Restaurant,945B BLOOR ST W,Pass,1,,2022-11-10,,,,,43.66143,-79.42779,ed1013ec697f0c9b9bc6b2a6fc6f1c75,other,0.5
15973,10766361,105057437.0,COMFORTO.TO,Food Depot,"301 EVANS AVE, Unit-13",Pass,1,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,2022-10-18,NA - Not Applicable,Notice to Comply,,,43.61614,-79.52036,04093c5a22e132ddcfab0a1024fde260,other,0.426
15978,10752817,105187490.0,COMIC TEA,Food Take Out,"2470 ST CLAIR AVE W, Unit-1",Pass,2,,2023-06-07,,,,,43.66909,-79.48389,69034795b8978a838e3acf4e1570bb10,other,0.5
15982,10515402,105056051.0,COMIDA ECUATORIANA,Food Court Vendor,"40 CARL HALL RD, E 14",Pass,3,,2022-10-15,,,,,43.74838,-79.47911,a08919d41a9a891aed1a929170716f67,other,0.5
15990,10792791,105246266.0,COMMA,Restaurant,490 QUEEN ST W,Pass,3,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ,2023-09-08,S - Significant,Corrected During Inspection,,,43.64784,-79.4008,224530c41e72df5621828160005f99f8,queenwest,0.471
15994,9024430,105059372.0,COMMERCIAL BAKERIES,Food Store (Convenience/Variety),"45 TORBARRIE RD, Unit-1",Pass,1,,2022-10-26,,,,,43.72239,-79.52173,d83289e329f240b64516c25738f5cf5b,other,0.5
15995,10495233,105049731.0,COMMISSO BROS & RACCO ITALIAN BAKERY,Restaurant,8 KINCORT ST,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2022-10-03,M - Minor,Notice to Comply,,,43.69863,-79.4689,d0c7a9ebbad070cb1dee7ccd02bc135f,other,0.228
16058,10620553,104998188.0,COMMISSO BROS.& RACCO BAKERY,Food Take Out,"33 EDDYSTONE AVE, Flr-1",Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2022-06-28,M - Minor,Notice to Comply,,,43.74843,-79.51737,eed5a26ddae7b0add7080ee1c50a9f68,other,0.206
16062,9061977,105018554.0,COMMUNIST'S DAUGHTER,Restaurant,1149 DUNDAS ST W,Pass,2,,2022-08-08,,,,,43.64934,-79.42099,0e2bd4db0d8d485da55053a9dd67b246,other,0.5
16064,9031374,104996777.0,COMMUNITY CENTRE 55 - CHILDREN SERVICES,Child Care - Catered,97 MAIN ST,Pass,2,,2022-06-24,,,,,43.6821,-79.29913,0b8a6101f7bc22f349b8f4b6851e021c,other,0.5
16067,10634148,105059505.0,COMMUNITY KITCHEN,Community Kitchen (Meal Program),1652 KEELE ST,Pass,2,,2022-10-27,,,,,43.68387,-79.47293,390d756e0b1cd3bc0c42b0e9993d44e0,other,0.5
16070,10774020,105119516.0,COMMUNITY LIVING TORONTO,Boarding / Lodging Home - Kitchen,501 INDIAN GRV,Pass,2,,2023-02-09,,,,,43.66444,-79.46212,2b147c74b026d2d281c420cbfe48b5db,other,0.5
16075,10639839,105009074.0,COMMUNITY SHARE,Food Bank,33 OVERLAND DR,Pass,1,,2022-07-20,,,,,43.73208,-79.34746,19de8fa4e9191ccb95e8774d694a5555,other,0.5
16076,10808527,105358063.0,COMPASS GROUP CANADA,Cafeteria - Private Access,"160 FRONT ST W, Flr-5TH",Pass,2,,2024-05-29,,,,,43.64517,-79.38452,10caba07260ad2a2975a5f84221787f7,downtown,0.5
16077,10759863,105013336.0,COMPLETE MART,Food Store (Convenience/Variety),1200 YORK MILLS RD,Pass,1,,2022-07-27,,,,,43.75966,-79.33502,80352e83e433e2b3a9a89c1a373d31ff,other,0.5
16081,10641464,105142101.0,COMPLETO,Food Take Out,1148 QUEEN ST E,Pass,3,THERMOMETER IN REFRIGERATION EQUIPMENT NOT EASILY READABLE - SEC. 30(B)    ,2023-03-22,S - Significant,Corrected During Inspection,,,43.66264,-79.33399,2fffb830a3074e8d2706a56375ec8308,leslieville,0.342
16092,10806871,105346142.0,COMPTON AVE,Restaurant,1282 DUNDAS ST W,Pass,2,,2024-03-19,,,,,43.64956,-79.42542,f4d02e3ac41e1aa52fc4e296c92f5b61,other,0.5
16093,10690769,105072727.0,CON-NOIS-SEUR WINE IMPORTS INC.,Cocktail Bar / Beverage Room,"87 WADE AVE, Unit-102B",Pass,1,,2022-11-21,,,,,43.65992,-79.44576,d93e35b7fa62472bb6bfc8310492a30d,other,0.5
16094,10275685,105063522.0,CONCESSION # 5,Food Take Out,170 PRINCES BLVD,Pass,2,,2022-10-28,,,,,43.63269,-79.41994,5e4cb69d8f40add8641715a56eb5bef8,other,0.5
16097,10275389,105063524.0,CONCESSION #1,Food Take Out,170 PRINCES BLVD,Pass,2,,2022-10-28,,,,,43.63269,-79.41994,cfb5a4802b405936b56d8110025f3bcf,other,0.5
16100,10447526,105084806.0,CONCESSION #1 - PIZZA PIZZA,Food Take Out,45 MANITOBA DR,Pass,2,,2022-12-07,,,,,43.6358,-79.41509,c38c0e84d204f3fe243bef09b59ba430,other,0.5
16104,10275393,105063526.0,CONCESSION #2,Food Take Out,170 PRINCES BLVD,Pass,2,,2022-10-28,,,,,43.63269,-79.41994,a5636710cfb04c6a48b9665b3067af4b,other,0.5
16107,10448348,105084808.0,CONCESSION #2 - FOOD JUNCTION,Food Take Out,45 MANITOBA DR,Pass,2,,2022-12-07,,,,,43.6358,-79.41509,b31834186fbfea734ec2adf302b77818,other,0.5
16111,10448352,105084810.0,CONCESSION #3 - PIZZA PIZZA,Food Take Out,45 MANITOBA DR,Pass,2,,2022-12-07,,,,,43.6358,-79.41509,4d5a25777fd01ef7b935620253475893,other,0.5
16115,10456858,105084812.0,CONCESSION 6 - PIZZA PIZZA LEVEL 300,Food Take Out,45 MANITOBA DR,Pass,2,,2022-12-07,,,,,43.6358,-79.41509,d0a20e5d76e52680005e6443fddb0e26,other,0.5
16119,10765068,105047746.0,CONCORD CAFE,Restaurant,298 CONCORD AVE,Pass,3,,2022-09-29,,,,,43.66258,-79.42717,764ff3eadce5098c820f86f365c3409c,other,0.5
16125,9003478,,CONCORD GINSENG & HERBS,Food Store (Convenience/Variety),"4400 SHEPPARD AVE E, Unit-12",Pass,1,,,,,,,43.78789,-79.26988,3a2be39a82ab2dd2372305b50b779a69,other,0.5
16126,10379610,104998077.0,CONCORD ORIENTAL MARKET,Food Store (Convenience/Variety),1051 STEELES AVE W,Pass,2,,2022-06-28,,,,,43.7916,-79.44801,79fa8f984bb28dfc5b59d01f9d337a33,other,0.5
16130,10781422,105175738.0,CONCOURSE EVENT SPACE,Serving Kitchen,"5120 YONGE ST, Flr-CONCOURSE",Pass,1,,2023-05-18,,,,,43.76812,-79.41308,fc4f57753e4f215749b148b974c80443,other,0.5
16131,10796997,105273361.0,CONG CAPHE,Restaurant,424 BLOOR ST W,Pass,2,,2023-10-27,,,,,43.66581,-79.40825,151a1b24aeebf6fa023b75a45f20112f,annex,0.5
16133,9415495,105005914.0,CONGEE QUEEN,Restaurant,"895 LAWRENCE AVE E, Unit-8",Pass,3,,2022-07-15,,,,,43.73577,-79.34751,554176e119f8421e02f6aa09bfe3bf75,other,0.5
16185,9018951,105139065.0,CONGEE WONG,Restaurant,"11 RAVEL RD, Unit-5-6",Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,2023-03-17,M - Minor,Notice to Comply,,,43.79055,-79.36575,fd0e66fe48dcac6c07823f4cd13990a0,other,0.455
16189,10761801,105025859.0,CONSPIRACY PIZZA,Restaurant,856 EGLINTON AVE E,Pass,2,,2022-08-19,,,,,43.71365,-79.36547,c1e5e1f7b87e056e53d848d9d84553fb,other,0.5
16197,10628546,105162085.0,CONSTANTINE,Restaurant,15 CHARLES ST E,Pass,2,SANITIZE UTENSILS IN QUATERNARY AMMONIUM COMPOUND SOLUTION OF LESS THAN 200 P.P.M. - SEC. 19(C) ,2023-04-26,S - Significant,Corrected During Inspection,,,43.66859,-79.38541,62447d0e7c25e988d4563ded5abef5ac,bloor,0.642
16198,10805384,105335420.0,CONTACT ALTERNATIVE SCHOOL,Student Nutrition Site,"132 ST PATRICK ST, Flr-3",Pass,2,,2024-02-29,,,,,43.65377,-79.3904,16e4f1a9f3196ff36dac865161ad5771,other,0.5
16199,10662264,105156308.0,CONTEAGO,Cafeteria - Public Access,1365 WILSON AVE,Pass,3,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ,2023-04-18,S - Significant,Notice to Comply,,,43.72288,-79.49801,daecb2d528f77db20e28fb26ce562371,other,0.454
16219,10561253,104999193.0,CONTRA CAFE,Restaurant,1028 SHAW ST,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,2022-06-29,NA - Not Applicable,Notice to Comply,,,43.66912,-79.426,a58383e184c6404dadeffc2638c5821e,other,0.38
16222,10799422,105290061.0,CONTRADA RESTAURANT,Restaurant,537 COLLEGE ST,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,2023-11-30,M - Minor,Notice to Comply,,,43.65556,-79.41154,d0ed7826850908df1fc6336dce51d7ec,littleitaly,0.215
16225,10690745,105034572.0,CONVENIENCE CANADA,Food Store (Convenience/Variety),1486 QUEEN ST W,Pass,1,Sell potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1),2022-10-03,C - Crucial,Notice to Comply,,,43.64063,-79.43753,f61d33a17e8dc7c0ba1612dc10ce340a,other,0.293
16235,10755137,105099697.0,CONVENIENCE K,Food Store (Convenience/Variety),"75 HANNA AVE, Unit-6",Pass,1,,2023-01-13,,,,,43.6392,-79.41981,34e31f746e90c70fab512eda7a5f428f,other,0.5
16236,10271757,105064053.0,CONVENIENCE PLUS,Food Store (Convenience/Variety),4234 LAWRENCE AVE E,Pass,1,,2022-10-31,,,,,43.7695,-79.18329,3f78c4823fbec8665a9ee536df367b10,other,0.5
16237,10656049,,CONVENIENCE PLUS VIDEO 99,Food Store (Convenience/Variety),"136 ORTON PARK RD, Unit-3",Pass,1,,,,,,,43.77172,-79.20912,e8f81d21b0559207b2f2d3e3403f6715,other,0.5
16238,9014116,105077941.0,CONVENIENCE STORE,Food Store (Convenience/Variety),"120 TORRESDALE AVE, Unit-1",Pass,1,,2022-11-29,,,,,43.77777,-79.45421,34334c10b1b70499a496275823f63522,other,0.5
16239,10206784,105009363.0,CONVENIENCE.COM,Food Store (Convenience/Variety),"651 SPADINA AVE, Unit-631",Pass,1,,2022-07-20,,,,,43.66382,-79.40229,2e9cc1e9299c59c7c27ae61994642b0f,other,0.5
16240,10551436,105031305.0,CONVENIENT STORE,Food Store (Convenience/Variety),6007 YONGE ST,Pass,1,,2022-08-30,,,,,43.78928,-79.41754,ee6e3e6bf0771087c24157bf061a2e15,other,0.5
16241,10720839,105006887.0,CONZO'S,Restaurant,1279 BLOOR ST W,Pass,2,,2022-07-07,,,,,43.65832,-79.44228,f44459f2dd40bea74a2cfb71d8150a85,other,0.5
16243,10632581,105028861.0,COOKERY,Food Store (Convenience/Variety),2588 YONGE ST,Pass,2,,2022-10-18,,,,,43.71438,-79.40029,5a5c542b019196d486ea5f242ca004aa,other,0.5
16246,10755607,104985007.0,COOKIE BAKERY,Bakery,460 ROGERS RD,Pass,2,,2022-06-21,,,,,43.68243,-79.46594,32dc05c028c73e384671216ed13dd7fd,other,0.5
16252,10572073,,COOKIE DOUGH ME!,Food Take Out,2 STRACHAN AVE,Pass,2,,,,,,,43.6372,-79.41004,321ccbb1078fede527886890e7784986,other,0.5
16253,10761791,105025791.0,COOKIE DOUGH ME! - FB 812 - CNE 2024,Food Take Out,2 STRACHAN AVE,Pass,2,,2022-08-19,,,,,43.6372,-79.41004,8e573c6ede5186c2c019a2dc35f6d75e,other,0.5
16255,10775591,105132766.0,COOKING HOUSE,Restaurant,"5555 EGLINTON AVE W, Unit-E113",Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,2023-03-06,NA - Not Applicable,Notice to Comply,,,43.65004,-79.60354,ef87841a9836d3016a3edfd0be738e8c,other,0.456
16258,10549953,105063802.0,COOL BANANA'S MARKET,Food Store (Convenience/Variety),40 CARL HALL RD,Pass,1,,2022-10-29,,,,,43.74838,-79.47911,944a2e8af97e75c7380a7170a0296a7c,other,0.5
16262,10767334,105065128.0,COOL BEER BREWING CO.,Food Processing Plant,164 EVANS AVE,Pass,1,Food premise not maintained to permit cleaning of ceilings - Sec. 7(1)(d) ,2022-11-01,M - Minor,Notice to Comply,,,43.61926,-79.51061,a9877e45f75254ea310e606d2606492d,other,0.408
16265,10510283,105029938.0,COOL HAND OF A GIRL,Restaurant,2804 DUNDAS ST W,Pass,3,Fail to maintain ventilation system to ensure elimination of fumes - Sec. 11,2022-08-26,M - Minor,Notice to Comply,,,43.66549,-79.46288,eee6343efed7567d7c1b12cbd41baaf1,other,0.397
16276,10771863,105098829.0,COOPER MILLS-GOOCH COMMUNITY FOOD BANK,Food Bank,"4020 DUNDAS ST W, Unit-5",Pass,1,,2023-01-12,,,,,43.66492,-79.50279,83cc1239bb40c9107e0c7fa4e8cbdce4,other,0.5
16277,9003536,105091280.0,COPERNICUS LODGE,Nursing Home / Home for the Aged,"66 RONCESVALLES AVE, Unit-1",Pass,3,,2022-12-21,,,,,43.6402,-79.44731,7b9ba46c4194122dfe2e5566c31d744f,other,0.5
16286,10506866,105181346.0,COPPA'S FRESH MARKET,Supermarket,4750 DUFFERIN ST,Pass,2,Operate food premise - equipment not arranged to permit cleaning - Sec. 9,2023-06-09,M - Minor,Notice to Comply,,,43.77641,-79.47035,43e814b1bc29943b6602f05b37b553e4,other,0.545
16294,10603067,105032850.0,COPPER BRANCH,Food Court Vendor,199 BAY ST,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,2022-09-01,M - Minor,Notice to Comply,,,43.64837,-79.37993,f19e87afee34649265ebeb1cd21694cb,downtown,0.443
16299,10783282,105186443.0,COPPERHORN,Restaurant,555 REXDALE BLVD,Pass,2,,2023-06-06,,,,,43.70901,-79.60564,35fcbd50f53cb100b6ee5f332bcd8ce7,other,0.5
16303,9003542,105077138.0,COPPI RISTORANTE,Restaurant,3363 YONGE ST,Pass,2,,2022-11-22,,,,,43.73169,-79.40356,f412a31731faeb7f4404138507a4250b,other,0.5
16307,10656494,105066497.0,COPS,Bake Shop,445 ADELAIDE ST W,Pass,2,,2022-11-03,,,,,43.64586,-79.39903,ed3a617ed4025c8d79fa22f6509b9e12,other,0.5
16312,10747794,105007220.0,COPS YORKDALE,Food Take Out,3011 DUFFERIN ST,Pass,2,,2022-07-18,,,,,43.71225,-79.45404,a725cdf94c31c84f4614fc5728840858,other,0.5
16320,10515174,105093974.0,CORA,Restaurant,"1561 THE QUEENSWAY, UNIT-2",Pass,2,,2023-01-03,,,,,43.618,-79.53936,8e68a17728c6fd9b295cf95501899553,other,0.5
16323,10416281,104996576.0,CORA BREAKFAST AND LUNCH,Restaurant,861 YORK MILLS RD,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,2022-06-24,NA - Not Applicable,Notice to Comply,,,43.75431,-79.35123,5c6d6ec017bf4f78e0035a64bf368d39,other,0.417
16348,10242672,105150591.0,CORA'S BREAKFAST & LUNCH,Restaurant,"1881 STEELES AVE W, Unit-13",Pass,2,Operate food premise - equipment not constructed to permit cleaning - Sec. 9,2023-04-06,M - Minor,Notice to Comply,,,43.78718,-79.46964,86d59b3c175edd9e16ecbed42e32c271,other,0.45
16350,9003546,105008413.0,CORAL SEA FISH SHOP,Fish Shop,198 BALDWIN ST,Pass,1,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,2022-07-19,M - Minor,Notice to Comply,,,43.65468,-79.40148,2854d5c8799f326972118cf293265ef4,kensington,0.684
16355,10795609,105263447.0,CORAZON AGAVE,Restaurant,"765 THE QUEENSWAY, Bldg--",Pass,2,,2023-10-11,,,,,43.62585,-79.50423,684bb9a07c62581bf8b8e06a629ed4c2,other,0.5
16361,10766420,105057841.0,CORBIN CATERING,Food Caterer,1559 KINGSTON RD,Pass,2,,2022-10-18,,,,,43.68974,-79.2676,6cb6af85c3e64c0a60b42b3dbc6270e8,other,0.5
16364,9030361,105084148.0,CORDELLA JR. PUBLIC SCHOOL LUNCH PROGRAM,Student Nutrition Site,175 CORDELLA AVE,Pass,1,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,2022-12-06,NA - Not Applicable,Notice to Comply,,,43.67908,-79.48759,51762e86aae03195ed790264efc30bdc,other,0.396
16366,10565708,105039023.0,CORDOBA COFFEE,Food Processing Plant,67 WESTMORE DR,Pass,1,,2022-09-14,,,,,43.73985,-79.60299,322f424fd36c0b43a4fc7527411a5c3a,other,0.5
16367,10451715,105015168.0,CORE,Institutional Food Services,160 SPRINGHURST AVE,Pass,2,,2022-08-18,,,,,43.63689,-79.43733,0d3803fce8855c1f5942f7751bcd8012,other,0.5
16370,10807061,105347698.0,CORIANDER INDIAN HAKKA CUISINE,Restaurant,2258 KINGSTON RD,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),2024-03-21,S - Significant,Corrected During Inspection,,,43.70497,-79.25263,37de4f1f3b2e02b2866784e9d3efa475,other,0.22
16371,10491995,105262520.0,CORKS,Cocktail Bar / Beverage Room,15 YORK ST,Pass,1,,2023-10-10,,,,,43.64305,-79.38021,7f36503fb78ae4902eb2f63b3f95747e,downtown,0.5
16373,10805392,105335485.0,CORKS BEER AND WINE BAR,Cocktail Bar / Beverage Room,"85 LAIRD DR, Flr-2",Pass,2,,2024-02-29,,,,,43.70623,-79.36101,0cb44eb70ee7f32f8a328f38962c202e,other,0.5
16374,10761963,105026777.0,CORN DOG 3 - (183) - CNE 2022,Food Take Out,100 PRINCES BLVD,Pass,2,,2022-08-19,,,,,43.63501,-79.41119,e296259ecc567ce0b4a2461ae03e3a1e,other,0.5
16375,10761839,105026235.0,CORN DOGS - PRINCES SOUTH - CNE 2024,Food Take Out,100 PRINCES BLVD,Pass,2,,2022-08-19,,,,,43.63501,-79.41119,4d98651a124c6c2b0a135f2de12b70e0,other,0.5
16377,10644037,105024983.0,CORN DOGS - PS (CNE 2018),Food Take Out,"100 PRINCES BLVD, Unit-CNE 2022",Pass,2,,2022-08-19,,,,,43.63501,-79.41119,99f7a275318ef5c9aefe4f2d9de49b44,other,0.5
16378,10761952,105026740.0,CORN DOGS- EAST MIDWAY- CNE 2024,Food Take Out,100 PRINCES BLVD,Pass,1,,2022-08-19,,,,,43.63501,-79.41119,503f847138e60cf893d49289e8887471,other,0.5
16380,10500967,105063792.0,CORN STAND,Food Take Out,40 CARL HALL RD,Pass,2,Operate food premise - furniture not constructed to permit maintenance in sanitary condition - Sec. 9,2022-10-29,M - Minor,Notice to Comply,,,43.74838,-79.47911,b2129b5bcf09ce5f01d28631fdc1f158,other,0.75
16388,10790685,105232967.0,CORN STARS - HPS - CNE 2024,Fairs / Festivals / Special Occasions,100 PRINCES BLVD,Pass,1,,2023-08-18,,,,,43.63501,-79.41119,b5252500a829a7214f74dd713a2adc30,other,0.5
16389,10761865,105026394.0,CORNDOG 2,Food Take Out,100 PRINCES BLVD,Pass,2,,2022-08-19,,,,,43.63501,-79.41119,70a22b83faf63b2c0232f8b0e28e1657,other,0.5
16390,9003564,105173814.0,CORNELL JUNIOR PS - SNP,Student Nutrition Site,61 HOLMFIRTH TER,Pass,1,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,2023-05-15,S - Significant,Corrected During Inspection,,,43.7594,-79.21804,c5d632da0bbb82fe45d39efd98f3a7dc,other,0.302
16391,10629020,105074751.0,CORNER CONVENIENCE STORE,Food Store (Convenience/Variety),491 PARLIAMENT ST,Pass,1,,2022-11-17,,,,,43.66446,-79.36803,c4dafffeed8af75535ca55706218b99b,other,0.5
16393,10770914,105092389.0,CORNER CREPE CO,Food Take Out,267 COLLEGE ST,Pass,2,,2022-12-16,,,,,43.65811,-79.39893,657ffe8e2cda9077c3ef588f13744c1f,kensington,0.5
16398,10362064,105064194.0,CORNER DISCOUNT,Food Store (Convenience/Variety),1333A DUNDAS ST W,Pass,1,,2022-11-16,,,,,43.6494,-79.42666,952a2ff8b230d1a8dce7fd89846d7760,other,0.5
